"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Answer.category.label","Approve","Reject"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","30BUDKLTXDWM3PQ69JEKNTI630U5EE","A1NF6PELRKACS9","Approved","Sun Dec 20 01:45:47 PST 2020","Sun Dec 20 01:45:59 PST 2020","Mon Jan 04 01:45:59 PST 2021","Sun Dec 20 15:42:18 PST 2020","","","12","100% (12/12)","100% (12/12)","100% (12/12)","168_m_f_a_a.jpg","Anger"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","30JNVC0OR9LNGL06JCAT67AARD9HQL","A31Z5TPD8QKE26","Approved","Sun Dec 20 08:22:42 PST 2020","Sun Dec 20 08:22:51 PST 2020","Mon Jan 04 08:22:51 PST 2021","Sun Dec 20 15:42:19 PST 2020","","","9","100% (12/12)","100% (12/12)","100% (12/12)","168_m_f_a_a.jpg","Anger"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","3180JW2OT4DUE5CYNKPBK9VY89TJ5I","AHAF93PYUCVQ1","Approved","Sun Dec 20 09:48:24 PST 2020","Sun Dec 20 09:49:12 PST 2020","Mon Jan 04 09:49:12 PST 2021","Sun Dec 20 15:42:19 PST 2020","","","48","100% (12/12)","100% (12/12)","100% (12/12)","168_m_f_a_a.jpg","Anger"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","31HQ4X3T3SB1FXY921EWTZIIQI1LSJ","A36QYJDZBOQ5PQ","Approved","Sun Dec 20 06:28:37 PST 2020","Sun Dec 20 06:29:02 PST 2020","Mon Jan 04 06:29:02 PST 2021","Sun Dec 20 15:42:19 PST 2020","","","25","100% (12/12)","100% (12/12)","100% (12/12)","168_m_f_a_a.jpg","Sadness"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","31QNSG6A5RUKHSUYK97HT30GJ4U781","A2RVSBEHUCNC6K","Approved","Sun Dec 20 09:46:06 PST 2020","Sun Dec 20 09:46:25 PST 2020","Mon Jan 04 09:46:25 PST 2021","Sun Dec 20 15:42:19 PST 2020","","","19","100% (12/12)","100% (12/12)","100% (12/12)","168_m_f_a_a.jpg","Anger"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","32UTUBMZ7GX5UGT15JU7QJ6KDRFVB7","A1N9A4TGE3XK3V","Approved","Sun Dec 20 05:03:56 PST 2020","Sun Dec 20 05:04:25 PST 2020","Mon Jan 04 05:04:25 PST 2021","Sun Dec 20 15:42:19 PST 2020","","","29","100% (12/12)","100% (12/12)","100% (12/12)","168_m_f_a_a.jpg","Anger"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","32XVDSJFPZYSGGZW8Y052UK3STS2MZ","A3P7M9666KJCP","Approved","Sun Dec 20 05:49:18 PST 2020","Sun Dec 20 05:49:37 PST 2020","Mon Jan 04 05:49:37 PST 2021","Sun Dec 20 15:42:19 PST 2020","","","19","100% (12/12)","100% (12/12)","100% (12/12)","168_m_f_a_a.jpg","Anger"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","33CID57104UXVGDUCMDVLRA6Y213L8","A28SFTKTGBSD9","Approved","Sun Dec 20 05:03:49 PST 2020","Sun Dec 20 05:04:00 PST 2020","Mon Jan 04 05:04:00 PST 2021","Sun Dec 20 15:42:19 PST 2020","","","11","100% (12/12)","100% (12/12)","100% (12/12)","168_m_f_a_a.jpg","Sadness"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","33CKWXB73JLOV6VBW8HTDJMV2BM11A","AM9XH69KBK5X5","Approved","Sun Dec 20 02:10:44 PST 2020","Sun Dec 20 02:11:16 PST 2020","Mon Jan 04 02:11:16 PST 2021","Sun Dec 20 15:42:19 PST 2020","","","32","100% (11/11)","100% (11/11)","100% (11/11)","168_m_f_a_a.jpg","Anger"
"3E24UO25QZQ2C05FIEMKWRUOEIMO6F","3S5CBU44O3TMOTQ12J8CWCPZHZNAO2","What emotion do you see?","Categorize the facial expression","categorize, image, emotion, face, psychology","$0.10","Sun Dec 20 01:35:27 PST 2020","45","BatchId:4284692;OriginalHitTemplateId:928390873;","60","1296000","Sun Dec 27 01:35:27 PST 2020","","","34Q075JO1XEOOHAT0PDTZE3LXKD106","A130P4M9JPT4YA","Approved","Sun Dec 20 06:05:30 PST 2020","Sun Dec 20 06:05:37 PST 2020","Mon Jan 04 06:05:37 PST 2021","Sun Dec 20 15:42:19 PST 2020","","","7","100% (12/12)","100% (12/12)","100% (12/12)","168_m_f_a_a.jpg","Sadness"
